Name,GP,PTS,FG%,3P%,FT%,REB,AST,STL,BLK,TOV,TARGET_5Yrs
William Avery,59,2.6,29.032258064516128,27.27272727272727,66.66666666666667,0.7,1.5,0.2,0.0,0.7,0.0
Vincent Yarbrough,59,6.9,38.35616438356165,30.769230769230766,72.72727272727272,2.7,2.2,1.0,0.6,1.4,0.0
Ryan Kelly,59,8.0,42.85714285714286,33.333333333333336,82.60869565217392,3.7,1.6,0.5,0.8,0.8,0.0
James Singleton,59,3.4,50.0,66.66666666666667,87.5,3.3,0.5,0.3,0.4,0.5,1.0
Chris Mihm,59,7.6,43.939393939393945,0.0,80.95238095238095,4.7,0.3,0.3,0.9,1.4,1.0
Kenny Battle,59,4.1,55.17241379310345,0.0,64.28571428571429,2.1,0.6,0.6,0.2,0.5,0.0
Johnny Newman,59,5.0,40.42553191489362,0.0,84.61538461538463,1.2,0.5,0.3,0.1,0.8,1.0
Clinton Wheeler,59,2.5,50.0,0.0,66.66666666666667,0.7,1.7,0.6,0.0,0.9,0.0
Devin Durrant,59,5.1,41.30434782608696,0.0,70.58823529411765,2.1,1.4,0.3,0.2,1.3,0.0
Iman Shumpert,59,9.5,39.56043956043956,29.629629629629626,83.33333333333333,3.2,2.8,1.7,0.1,1.9,1.0
Sam Williams,59,6.1,55.31914893617021,0.0,53.333333333333336,5.2,0.6,0.8,1.3,1.1,0.0
Travis Best,59,3.7,42.85714285714286,25.0,86.66666666666667,0.7,1.6,0.3,0.1,1.1,1.0
Jordan Clarkson,59,11.9,44.554455445544555,28.57142857142857,81.48148148148148,3.2,3.5,0.9,0.2,1.6,0.0
Bernard Thompson,59,3.3,36.11111111111111,0.0,77.77777777777777,1.3,0.9,0.5,0.2,0.6,1.0
Alec Burks,59,7.2,42.622950819672134,37.5,75.0,2.2,0.9,0.5,0.1,0.9,1.0
Rodrick Rhodes,58,5.8,35.84905660377358,0.0,61.29032258064516,1.2,1.9,1.1,0.2,1.7,0.0
Ekpe Udoh,58,4.1,44.73684210526316,0.0,63.63636363636363,3.1,0.7,0.4,1.5,0.8,1.0
Jeff Withey,58,3.3,54.54545454545454,0.0,69.23076923076923,2.6,0.4,0.3,0.9,0.3,0.0
James Robinson,58,4.8,36.73469387755102,30.769230769230766,66.66666666666667,1.3,1.2,0.5,0.3,0.9,1.0
Nate Wolters,58,7.2,43.28358208955224,27.27272727272727,62.5,2.6,3.2,0.6,0.3,1.0,0.0
Anthony Cook,58,5.3,40.816326530612244,0.0,54.54545454545454,5.6,0.4,0.6,1.2,0.9,0.0
Keith Closs,58,4.0,44.44444444444444,0.0,61.53846153846153,2.9,0.3,0.2,1.4,0.7,0.0
Solomon Jones,58,3.3,50.0,0.0,76.92307692307692,2.3,0.2,0.2,0.7,0.4,1.0
Juaquin Hawkins,58,2.3,38.46153846153846,50.0,66.66666666666667,1.3,0.8,0.5,0.1,0.5,0.0
Keith Lee,58,7.4,46.96969696969697,0.0,76.47058823529412,6.1,1.2,0.5,0.6,1.3,0.0
Tony Dumas,58,4.6,39.53488372093023,30.769230769230766,69.23076923076923,1.1,1.0,0.2,0.1,0.9,0.0
Michael Jackson,58,2.7,37.931034482758626,25.0,66.66666666666667,1.0,3.1,0.3,0.1,1.0,0.0
Malik Sealy,58,5.7,41.81818181818181,20.0,69.23076923076923,1.9,0.8,0.6,0.1,1.0,1.0
Jason Caffey,57,3.2,42.85714285714286,0.0,58.333333333333336,1.9,0.4,0.2,0.1,0.8,1.0
Derrick Brown,57,3.3,46.15384615384615,0.0,61.53846153846153,1.4,0.3,0.4,0.2,0.3,0.0
Frank Kornet,57,2.0,35.0,25.0,57.142857142857146,1.2,0.4,0.3,0.1,0.4,0.0
Randy Breuer,57,2.9,38.70967741935484,0.0,75.0,1.9,0.3,0.2,0.7,0.6,1.0
Rodney Stuckey,57,7.6,40.298507462686565,33.333333333333336,81.48148148148148,2.3,2.8,0.9,0.1,1.4,1.0
Mark Davis,57,3.3,38.46153846153846,50.0,65.0,2.2,0.8,0.7,0.4,1.2,1.0
Othella Harrington,57,4.8,55.55555555555556,0.0,64.28571428571429,3.5,0.3,0.2,0.4,1.0,1.0
Pace Mannion,57,2.1,40.90909090909091,50.0,75.0,1.0,0.8,0.4,0.0,0.4,1.0
Ray Owes,57,3.1,40.625,0.0,62.5,2.9,0.3,0.3,0.3,0.4,0.0
Shavlik Randolph,57,2.3,47.05882352941177,0.0,66.66666666666667,2.3,0.3,0.3,0.2,0.4,1.0
Brandon Roy,57,16.8,45.52238805970149,38.46153846153846,83.33333333333333,4.4,4.0,1.2,0.2,2.0,1.0
Greg Ostertag,57,3.6,46.875,0.0,66.66666666666667,3.1,0.1,0.1,1.1,0.4,1.0
Julian Wright,57,3.9,53.333333333333336,50.0,66.66666666666667,2.1,0.7,0.5,0.2,0.6,0.0
Sam Vincent,57,3.2,35.714285714285715,0.0,91.66666666666669,0.8,1.2,0.3,0.1,0.9,1.0
Mo Williams,57,5.0,37.735849056603776,28.571428571428573,80.0,1.3,1.3,0.5,0.0,0.9,1.0
Steve Harris,57,4.5,43.90243902439025,0.0,100.0,1.0,0.9,0.4,0.1,0.6,1.0
Kyle O'Quinn,57,4.1,51.42857142857143,0.0,62.5,3.7,0.9,0.2,0.5,0.7,1.0
Kwame Brown,57,4.5,37.2093023255814,0.0,70.58823529411765,3.5,0.8,0.3,0.5,0.8,1.0
Cameron Payne,57,5.0,40.816326530612244,31.578947368421055,75.0,1.5,1.9,0.6,0.1,0.8,0.0
Ronnie Brewer,56,4.6,52.94117647058824,0.0,66.66666666666667,1.3,0.4,0.7,0.1,0.4,1.0
Hilton Armstrong,56,3.1,54.54545454545454,0.0,58.333333333333336,2.7,0.2,0.2,0.5,0.6,1.0
Toney Douglas,56,8.6,45.714285714285715,38.70967741935484,83.33333333333334,1.9,2.0,0.8,0.1,1.0,1.0
Bradley Beal,56,13.9,40.65040650406504,38.095238095238095,78.57142857142858,3.8,2.4,0.9,0.5,1.6,1.0
Mark Bryant,56,5.0,47.72727272727273,0.0,58.333333333333336,3.2,0.6,0.4,0.1,0.7,1.0
Chris Copeland,56,8.7,48.529411764705884,44.00000000000001,73.33333333333334,2.1,0.5,0.3,0.2,0.9,0.0
Tate George,56,3.4,41.1764705882353,0.0,85.71428571428572,0.8,1.9,0.5,0.1,0.8,0.0
Marquis Daniels,56,8.5,49.31506849315068,33.333333333333336,78.57142857142858,2.6,2.1,0.9,0.2,0.8,1.0
Randy Brown,56,3.4,46.666666666666664,0.0,70.0,1.2,1.1,0.6,0.2,0.8,1.0
Ivan Johnson,56,6.4,51.0204081632653,0.0,72.22222222222221,4.0,0.6,0.8,0.3,1.2,0.0
Oliver Miller,56,5.6,47.82608695652175,0.0,72.22222222222221,4.9,2.1,0.7,1.8,1.9,1.0
MarShon Brooks,56,12.6,42.982456140350884,29.629629629629626,76.92307692307692,3.6,2.3,0.9,0.3,2.1,0.0
A.J. Price,56,7.3,41.26984126984127,35.483870967741936,84.61538461538463,1.6,1.9,0.6,0.1,1.1,1.0
Kyle Weaver,56,5.3,45.45454545454545,35.294117647058826,70.0,2.3,1.8,0.8,0.5,1.2,0.0
Jeff Wilkins,56,4.7,45.652173913043484,0.0,71.42857142857143,4.9,0.7,0.6,0.8,1.1,1.0
Mike Gminski,56,13.2,42.27642276422764,0.0,77.77777777777777,7.5,1.3,1.0,1.8,2.3,1.0
Acie Law,56,4.2,40.476190476190474,16.666666666666668,77.77777777777777,1.0,2.0,0.5,0.0,1.0,0.0
Tony Campbell,56,5.6,48.93617021276595,0.0,76.92307692307692,1.6,0.4,0.5,0.1,1.2,1.0
Jerry Reynolds,55,3.7,44.827586206896555,0.0,57.894736842105274,1.5,1.6,0.8,0.3,0.9,1.0
Jim McIlvaine,55,1.7,46.15384615384615,0.0,71.42857142857143,1.9,0.2,0.2,1.1,0.3,1.0
T.J. Ford,55,7.1,38.888888888888886,25.0,83.33333333333333,3.2,6.5,1.1,0.1,2.5,1.0
Armen Gilliam,55,14.8,47.32824427480916,0.0,68.57142857142857,7.9,1.3,1.1,0.5,2.2,1.0
Winston Bennett,55,6.1,48.07692307692307,0.0,70.58823529411765,3.4,1.0,0.4,0.2,1.1,0.0
Mike Peplowski,55,3.2,53.84615384615385,0.0,50.0,3.1,0.4,0.3,0.5,0.6,0.0
Jonathon Simmons,55,6.0,50.0,33.333333333333336,76.47058823529412,1.7,1.1,0.4,0.1,1.0,0.0
Sylvester Gray,55,8.0,41.666666666666664,0.0,67.85714285714286,5.2,2.1,0.7,0.5,1.9,0.0
Bob Hansen,55,2.7,46.15384615384615,0.0,60.0,0.9,0.8,0.3,0.1,0.6,1.0
Justin Anderson,55,3.8,40.625,26.666666666666668,80.0,2.4,0.5,0.3,0.5,0.4,0.0
Kevin Lynch,55,4.1,41.463414634146346,100.0,75.0,1.5,1.5,0.7,0.2,0.8,0.0
Randy White,55,4.3,36.95652173913044,0.0,56.25,3.1,0.4,0.4,0.1,0.8,1.0
Chris Mullin*,55,14.0,46.017699115044245,20.0,89.47368421052632,2.1,1.9,1.3,0.4,1.4,1.0
Lonny Baxter,55,4.8,45.945945945945944,0.0,68.42105263157895,3.0,0.3,0.2,0.4,0.8,0.0
Howard Carter,55,6.2,45.614035087719294,33.333333333333336,81.81818181818181,1.6,1.3,0.3,0.1,0.8,0.0
Greg Stiemsma,55,2.9,54.54545454545454,0.0,71.42857142857143,3.2,0.5,0.7,1.6,0.6,0.0
Mike Harper,55,2.7,40.0,0.0,46.666666666666664,1.7,0.3,0.4,0.4,0.6,0.0
Paul McPherson,55,4.8,51.282051282051285,0.0,72.72727272727272,1.4,0.7,0.5,0.1,0.8,0.0
B.J. Tyler,55,3.5,38.23529411764706,33.333333333333336,66.66666666666667,1.1,3.2,0.7,0.0,1.8,0.0
Chris Dudley,55,3.1,48.0,0.0,53.84615384615385,2.6,0.4,0.2,0.3,0.6,1.0
Terry Mills,55,5.7,46.15384615384615,0.0,75.0,4.2,0.6,0.6,0.5,0.8,1.0
Craig Shelton,55,4.3,45.0,0.0,54.54545454545454,2.5,0.5,0.3,0.1,1.1,0.0
Linton Townes,55,4.5,44.18604651162791,40.0,71.42857142857143,1.2,0.6,0.3,0.1,0.6,0.0
Gary Harris,55,3.4,30.76923076923077,21.05263157894737,66.66666666666667,1.2,0.5,0.7,0.1,0.7,0.0
Stanley Roberts,55,10.4,53.086419753086425,0.0,50.0,6.1,0.7,0.4,1.5,1.4,1.0
Richie Frahm,54,3.4,46.15384615384615,35.294117647058826,80.0,1.0,0.4,0.3,0.1,0.1,0.0
Dave Batton,54,3.3,45.714285714285715,0.0,33.333333333333336,2.2,0.5,0.3,0.2,0.5,0.0
Mark Randall,54,3.2,46.42857142857143,33.333333333333336,75.0,1.3,0.6,0.2,0.1,0.5,0.0
Manny Harris,54,5.9,37.03703703703704,35.294117647058826,76.47058823529412,2.6,1.6,0.6,0.1,1.2,0.0
Dan Majerle,54,8.6,42.5,33.333333333333336,58.333333333333336,3.9,2.4,1.2,0.3,0.9,1.0
Chris Engler,54,1.5,41.1764705882353,0.0,33.333333333333336,1.9,0.2,0.1,0.3,0.4,1.0
Butch Carter,54,5.6,45.652173913043484,50.0,72.22222222222221,1.2,1.0,0.4,0.0,0.9,1.0
Daniel Santiago,54,3.1,48.0,0.0,72.72727272727272,1.9,0.2,0.3,0.4,0.9,0.0
Malik Rose,54,3.0,45.83333333333334,0.0,63.63636363636363,3.0,0.6,0.5,0.3,0.8,1.0
Chris Gatling,54,5.7,57.894736842105274,0.0,65.0,3.4,0.3,0.6,0.7,0.8,1.0
Jerome Lane,54,4.8,42.5531914893617,0.0,38.095238095238095,3.7,1.1,0.4,0.1,0.9,1.0
John Thomas,54,2.8,47.61904761904762,0.0,80.0,2.0,0.3,0.4,0.2,0.8,1.0
Gerald Wallace,54,3.2,43.75,0.0,44.44444444444444,1.6,0.5,0.3,0.1,0.4,1.0
Alvin Williams,54,6.0,44.230769230769226,40.0,70.58823529411765,1.5,1.9,0.7,0.1,1.1,1.0
Jeff Lamp,54,4.6,52.77777777777778,0.0,81.81818181818181,1.2,0.5,0.3,0.0,0.8,1.0
Eddie Lee Wilkins,54,5.5,48.83720930232558,0.0,52.173913043478265,4.9,0.3,0.4,0.3,1.2,1.0
Charlie Davis,54,3.8,47.05882352941177,0.0,85.71428571428572,2.5,0.6,0.2,0.2,0.8,0.0
Greg Foster,54,4.4,46.15384615384615,0.0,72.72727272727272,2.8,0.7,0.2,0.4,0.8,1.0
Ashraf Amaya,54,6.3,46.808510638297875,0.0,64.28571428571429,5.6,0.6,0.4,0.2,1.1,0.0
Conner Henry,54,2.3,36.0,25.0,60.0,0.6,0.6,0.2,0.0,0.5,0.0
Robbie Hummel,53,3.4,39.3939393939394,35.294117647058826,100.0,2.5,0.4,0.3,0.0,0.2,0.0
DeAndre Jordan,53,4.3,64.28571428571429,0.0,38.095238095238095,4.5,0.2,0.2,1.1,0.8,1.0
Willie Green,53,6.9,40.298507462686565,33.333333333333336,73.33333333333334,1.2,1.0,0.5,0.1,1.1,1.0
Mike Conley,53,9.4,43.373493975903614,35.294117647058826,73.91304347826087,2.6,4.2,0.8,0.0,1.7,1.0
Bruce Flowers,53,4.9,53.84615384615385,0.0,80.0,3.4,0.9,0.4,0.2,0.8,0.0
Milt Palacio,53,2.0,44.44444444444444,0.0,57.142857142857146,1.0,0.9,0.4,0.0,0.8,1.0
Qyntel Woods,53,2.4,50.0,50.0,25.0,1.0,0.2,0.3,0.0,0.4,0.0
Mike Penberthy,53,5.0,40.476190476190474,38.46153846153846,83.33333333333334,1.2,1.3,0.4,0.0,0.6,0.0
Bill Curley,53,2.7,44.00000000000001,0.0,71.42857142857143,2.3,0.5,0.4,0.4,0.5,1.0
Bob Martin,53,2.1,47.05882352941177,0.0,60.0,2.2,0.3,0.1,0.6,0.6,0.0
Josh Grant,53,3.0,39.28571428571429,25.0,80.0,1.7,0.5,0.3,0.1,0.6,0.0
Steven Hunter,53,3.6,46.42857142857143,0.0,55.55555555555556,1.8,0.1,0.1,0.8,0.3,1.0
Craig Neal,53,2.2,34.78260869565218,33.333333333333336,75.0,0.5,2.2,0.5,0.1,1.0,0.0
Pete Williams,53,2.8,61.904761904761905,0.0,37.5,2.8,0.3,0.4,0.4,0.4,0.0
Marques Bragg,53,2.5,43.47826086956522,0.0,50.0,1.5,0.2,0.3,0.1,0.5,0.0
Chris Childs,53,5.8,37.735849056603776,33.333333333333336,71.42857142857143,1.3,4.1,0.8,0.1,1.4,1.0
Alton Ford,53,3.1,54.54545454545454,0.0,72.72727272727272,2.0,0.1,0.1,0.1,0.6,0.0
Danny Ainge,53,4.1,35.714285714285715,33.333333333333336,91.66666666666669,1.1,1.6,0.7,0.1,1.0,1.0
Jerryd Bayless,53,4.3,36.11111111111111,20.0,84.21052631578948,1.1,1.5,0.3,0.0,1.1,1.0
Jahlil Okafor,53,17.5,51.02040816326531,0.0,67.56756756756756,7.0,1.2,0.4,1.1,2.3,0.0
Ron Cavenall,53,1.5,31.25,0.0,57.142857142857146,3.1,0.4,0.2,0.8,0.8,0.0
Corliss Williamson,53,5.6,47.05882352941177,0.0,56.25,2.2,0.4,0.2,0.2,1.4,1.0
Lorenzo Romar,53,4.1,40.0,0.0,66.66666666666667,1.1,2.6,0.5,0.1,1.0,1.0
Lawrence Funderburke,52,9.5,49.333333333333336,0.0,67.74193548387096,4.5,1.2,0.4,0.3,1.2,1.0
Elden Campbell,52,2.8,45.83333333333334,0.0,66.66666666666667,1.8,0.2,0.2,0.7,0.3,1.0
Richard Coffey,52,1.3,35.714285714285715,0.0,50.0,1.5,0.1,0.1,0.1,0.1,0.0
Archie Goodwin,52,3.7,46.875,14.285714285714286,63.63636363636363,1.7,0.4,0.4,0.2,0.8,0.0
Darren Tillis,52,3.2,42.857142857142854,0.0,60.0,2.5,0.3,0.1,0.6,0.4,0.0
Earl Cureton,52,4.2,46.15384615384615,0.0,50.0,3.0,0.5,0.4,0.4,0.6,1.0
Anthony Bonner,52,4.2,34.883720930232556,30.0,61.53846153846153,3.0,0.3,0.4,0.1,0.9,1.0
Melvin Ely,52,4.5,50.0,0.0,71.42857142857143,3.3,0.3,0.2,0.6,1.0,1.0
Litterial Green,52,4.5,44.73684210526316,0.0,66.66666666666667,0.7,2.2,0.4,0.1,0.8,1.0
Josh Richardson,52,6.6,46.15384615384615,45.45454545454545,66.66666666666667,2.1,1.4,0.7,0.5,0.7,0.0
Jon Brockman,52,2.8,55.00000000000001,0.0,58.333333333333336,4.1,0.4,0.3,0.1,0.4,0.0
Mike Iuzzolino,52,9.3,45.588235294117645,42.307692307692314,84.0,1.9,3.7,0.6,0.0,1.8,0.0
Chris Richard,52,1.9,47.05882352941177,0.0,60.0,2.6,0.3,0.2,0.2,0.5,0.0
Mardy Collins,52,4.5,38.63636363636363,33.333333333333336,56.25,2.0,1.6,0.6,0.1,1.1,0.0
Darius Miller,52,2.3,38.095238095238095,36.36363636363636,100.0,1.5,0.8,0.3,0.2,0.4,0.0
Ryan Bowen,52,2.5,39.130434782608695,0.0,70.0,2.2,0.4,0.8,0.3,0.3,1.0
Jayson Williams,52,3.5,45.16129032258064,0.0,63.63636363636363,2.1,0.3,0.2,0.1,0.8,1.0
Patrick Patterson,52,6.3,56.86274509803922,0.0,75.0,3.8,0.8,0.3,0.7,0.6,1.0
Doug West,52,2.6,38.46153846153846,50.0,83.33333333333334,1.3,0.3,0.2,0.1,0.6,1.0
Rick Mahorn,52,4.8,50.0,0.0,62.5,4.1,0.5,0.4,0.8,0.7,1.0
Mark Aguirre,51,18.7,46.58385093167701,35.714285714285715,68.75,4.9,3.2,0.7,0.4,2.6,1.0
Charles Bradley,51,3.0,45.83333333333334,0.0,66.66666666666667,0.7,0.4,0.3,0.1,0.7,0.0
Mike Taylor,51,5.7,42.307692307692314,37.5,68.75,1.7,2.1,0.7,0.0,1.4,0.0
Corey Crowder,51,2.2,36.36363636363636,50.0,75.0,0.8,0.3,0.1,0.0,0.3,0.0
Orlando Johnson,51,4.0,40.0,38.888888888888886,83.33333333333334,2.2,0.9,0.2,0.2,0.6,0.0
Donald Hodge,51,8.4,50.0,0.0,68.96551724137932,5.4,0.8,0.5,0.5,1.5,1.0
Chris Jefferies,51,3.9,39.473684210526315,36.36363636363636,75.0,1.2,0.4,0.4,0.3,0.9,0.0
Gerald Glass,51,6.9,43.28358208955224,0.0,66.66666666666667,2.0,0.8,0.6,0.2,0.8,0.0
Richaun Holmes,51,5.6,50.0,22.22222222222222,66.66666666666667,2.6,0.6,0.4,0.8,0.6,0.0
Travis Wear,51,3.9,39.024390243902445,33.333333333333336,80.0,2.1,0.8,0.3,0.2,0.7,0.0
Chris Corchiani,51,5.0,39.473684210526315,28.571428571428573,90.0,1.5,2.8,0.9,0.0,1.4,0.0
Chris Porter,51,8.6,39.08045977011495,0.0,64.28571428571429,3.7,1.2,0.9,0.1,1.2,0.0
Charles Jenkins,51,5.8,43.859649122807014,25.0,87.5,1.3,3.3,0.7,0.1,1.2,0.0
Darnell Jackson,51,1.9,41.1764705882353,0.0,71.42857142857143,1.7,0.2,0.2,0.1,0.3,0.0
Scott Williams,51,2.5,50.0,0.0,80.0,1.9,0.3,0.2,0.3,0.5,1.0
Scott Burrell,51,4.8,41.30434782608696,0.0,64.28571428571429,2.6,1.2,0.7,0.3,0.9,1.0
Jack Haley,51,2.2,46.666666666666664,0.0,77.77777777777777,1.4,0.2,0.2,0.0,0.5,1.0
Shawn Marion,51,10.2,47.82608695652175,25.0,82.3529411764706,6.5,1.4,0.8,1.0,1.0,1.0
Morlon Wiley,51,2.2,40.90909090909091,20.0,100.0,0.9,1.5,0.5,0.1,0.7,1.0
Toure' Murry,51,2.7,44.00000000000001,50.0,62.5,0.9,1.0,0.4,0.0,0.7,0.0
Aaron Brooks,51,5.2,40.90909090909091,33.33333333333333,80.0,1.1,1.7,0.3,0.1,0.9,1.0
Earl Clark,51,2.7,36.66666666666667,0.0,71.42857142857143,1.2,0.4,0.1,0.3,0.5,1.0
Peter Thibeaux,51,4.5,47.36842105263158,0.0,61.53846153846153,1.4,0.3,0.2,0.3,0.7,0.0
Donell Taylor,51,2.7,37.03703703703704,33.333333333333336,75.0,1.0,0.9,0.6,0.1,0.7,0.0
Brandon Davies,51,2.8,44.00000000000001,0.0,70.0,2.1,0.5,0.5,0.2,0.7,0.0
Adrian Caldwell,51,1.9,53.333333333333336,0.0,60.0,2.1,0.1,0.2,0.3,0.6,1.0
Shabazz Napier,51,5.1,37.77777777777778,34.78260869565218,81.81818181818181,2.2,2.5,0.8,0.1,1.6,0.0
Kenny Fields,51,3.8,43.24324324324324,0.0,71.42857142857143,1.6,0.7,0.2,0.2,0.6,0.0
Shelton Jones,51,4.8,43.90243902439025,0.0,68.75,2.2,0.8,0.4,0.3,0.9,0.0
Patrick Ewing,50,20.0,47.23926380368098,0.0,73.77049180327869,9.0,2.0,1.1,2.1,3.4,0.0
Javaris Crittenton,50,5.6,42.5531914893617,28.571428571428573,66.66666666666666,2.2,1.0,0.4,0.0,1.1,0.0
Eric Murdock,50,4.1,40.54054054054054,20.0,75.0,1.1,1.8,0.6,0.1,1.0,1.0
Larry Hughes,50,9.1,40.963855421686745,20.0,70.0,3.8,1.5,0.9,0.3,1.4,1.0
Khalid El-Amin,50,6.3,37.096774193548384,35.294117647058826,78.57142857142858,1.6,2.9,1.0,0.0,1.1,0.0
William Bedford,50,6.7,38.888888888888886,0.0,58.82352941176471,4.9,1.1,0.4,0.7,1.7,1.0
Jason Williams,50,12.8,37.39837398373983,30.76923076923077,76.19047619047619,3.1,6.0,1.9,0.0,2.9,1.0
Michael Dickerson,50,10.9,46.73913043478261,42.42424242424243,64.28571428571429,1.7,1.9,0.5,0.2,1.3,1.0
Matt Harpring,50,8.2,46.875,40.0,68.96551724137932,4.3,0.9,0.6,0.1,1.5,1.0
Ralph Lewis,50,1.7,29.411764705882355,0.0,60.0,1.0,0.3,0.3,0.1,0.4,0.0
Tyrone Nesby,50,10.1,44.44444444444444,36.8421052631579,77.77777777777777,3.5,1.6,1.5,0.4,1.1,0.0
Dan Dickau,50,3.7,41.1764705882353,33.333333333333336,80.0,0.9,1.7,0.3,0.0,1.1,1.0
Hubert Davis,50,5.4,44.00000000000001,25.0,81.81818181818181,1.1,1.7,0.4,0.1,0.9,1.0
Rodney Hood,50,8.7,41.333333333333336,35.294117647058826,75.0,2.3,1.7,0.6,0.2,0.9,0.0
Elliot Perry,50,2.5,38.46153846153846,0.0,62.5,0.8,1.6,0.7,0.1,1.0,1.0
Mookie Blaylock,50,10.1,36.84210526315789,25.0,81.25,2.8,4.2,1.6,0.3,2.2,1.0
Eddie House,50,5.0,42.857142857142854,36.36363636363636,71.42857142857143,0.8,1.0,0.3,0.0,0.7,1.0
Cory Jefferson,50,3.7,45.45454545454546,0.0,54.54545454545454,2.9,0.3,0.2,0.4,0.4,0.0
Byron Irvin,50,5.2,46.34146341463415,33.333333333333336,66.66666666666667,1.5,0.9,0.6,0.0,0.8,0.0
Sean Higgins,50,4.5,45.238095238095234,25.0,85.71428571428572,1.3,0.7,0.2,0.0,1.0,1.0
Vince Carter,50,18.3,45.09803921568627,30.769230769230766,75.92592592592591,5.7,3.0,1.1,1.5,2.2,1.0
Mike Bibby,50,13.2,42.97520661157025,20.0,73.52941176470588,2.7,6.5,1.6,0.1,2.9,1.0
Lou Roe,49,1.8,38.888888888888886,0.0,71.42857142857143,1.6,0.3,0.2,0.2,0.3,0.0
Sidney Green,49,5.2,42.5531914893617,0.0,68.75,3.6,0.5,0.4,0.3,1.2,1.0
Cuttino Mobley,49,9.9,42.16867469879518,36.66666666666667,81.81818181818181,2.3,2.5,0.9,0.5,1.6,1.0
Trevor Ruffin,49,4.8,42.5,40.0,75.0,0.5,1.0,0.3,0.0,1.0,0.0
Ed Rains,49,3.9,44.44444444444444,0.0,61.53846153846153,1.6,0.8,0.4,0.0,0.5,0.0
Reggie Lewis,49,4.5,46.15384615384615,0.0,66.66666666666667,1.3,0.5,0.3,0.3,0.6,1.0
Tony White,49,5.3,45.09803921568627,0.0,72.72727272727272,0.6,1.2,0.4,0.0,1.0,0.0
Howard Eisley,49,2.4,32.0,25.0,75.0,1.0,1.9,0.4,0.1,1.0,1.0
Stephen Howard,49,2.1,36.8421052631579,0.0,63.63636363636363,1.2,0.2,0.3,0.2,0.5,0.0
Ray Blume,49,4.6,46.666666666666664,25.0,66.66666666666667,0.8,1.4,0.5,0.0,1.1,0.0
David Thirdkill,49,4.0,42.857142857142854,0.0,56.25,1.5,0.7,0.4,0.1,1.0,1.0
Micheal Williams,49,2.6,38.46153846153846,0.0,60.0,0.6,1.4,0.3,0.1,0.9,1.0
Norman Powell,49,5.6,42.5531914893617,38.888888888888886,81.81818181818181,2.3,1.0,0.6,0.2,0.7,0.0
Robert Traylor,49,5.3,53.658536585365866,0.0,56.25,3.7,0.8,0.9,0.9,0.9,1.0
Jeremy Evans,49,3.6,69.56521739130436,0.0,62.5,2.0,0.5,0.3,0.3,0.4,1.0
Bobby Cattage,49,3.1,42.85714285714286,0.0,75.0,1.5,0.1,0.1,0.0,0.4,0.0
John Paxson,49,2.9,42.85714285714286,25.0,60.0,0.7,3.0,0.2,0.0,0.7,1.0
Devean George,49,3.2,37.931034482758626,30.0,75.0,1.5,0.2,0.2,0.1,0.4,1.0
Monta Ellis,49,6.8,41.53846153846154,35.294117647058826,75.0,2.1,1.6,0.7,0.2,1.2,1.0
Luke Harangody,49,3.9,38.095238095238095,23.076923076923077,80.0,2.9,0.6,0.3,0.3,0.3,0.0
Harold Ellis,49,8.7,53.333333333333336,0.0,73.33333333333334,3.1,0.6,1.5,0.0,0.9,0.0
Michael Doleac,49,6.2,48.148148148148145,0.0,68.75,3.0,0.4,0.4,0.3,0.5,1.0
Marquis Teague,48,2.1,37.5,20.0,66.66666666666667,0.9,1.3,0.2,0.1,0.7,0.0
Richard Dumas,48,15.8,52.5,0.0,71.11111111111111,4.6,1.3,1.8,0.8,1.9,0.0
Matt Geiger,48,4.5,53.333333333333336,0.0,68.42105263157895,2.5,0.3,0.3,0.4,0.8,1.0
Kendall Marshall,48,3.0,38.70967741935484,33.333333333333336,66.66666666666667,0.9,3.0,0.5,0.1,1.2,0.0
Tarence Kinsey,48,7.7,46.03174603174603,30.0,80.0,2.0,0.9,1.1,0.0,1.0,0.0
Leroy Combs,48,4.5,50.0,0.0,63.15789473684211,1.2,0.8,0.5,0.4,1.0,0.0
Ryan Humphrey,48,1.9,28.0,0.0,62.5,2.1,0.2,0.2,0.4,0.5,0.0
Paul Pierce,48,16.5,43.7037037037037,41.86046511627907,70.73170731707317,6.4,2.4,1.7,1.0,2.4,1.0
James Wilkes,48,4.1,47.36842105263158,0.0,66.66666666666667,2.0,0.6,0.5,0.3,0.7,0.0
Eric Johnson,48,1.1,22.22222222222222,0.0,75.0,0.6,1.3,0.3,0.0,0.5,0.0
Tracy Murray,48,5.7,42.59259259259258,26.666666666666668,87.5,1.7,0.2,0.2,0.1,0.7,1.0
Greg Buckner,48,5.7,46.938775510204074,40.0,69.23076923076923,3.6,1.1,0.8,0.4,0.8,1.0
Eddie Phillips,48,3.2,41.37931034482759,0.0,66.66666666666667,1.6,0.6,0.3,0.2,1.0,0.0
Kosta Koufos,48,4.7,51.282051282051285,0.0,72.72727272727272,2.9,0.4,0.3,0.7,0.5,1.0
Bison Dele,48,9.1,52.94117647058824,0.0,66.66666666666667,5.7,0.7,0.8,1.1,1.8,1.0
Marc Jackson,48,13.2,46.22641509433963,20.0,80.0,7.5,1.2,0.7,0.6,1.9,1.0
Blair Rasmussen,48,3.2,41.935483870967744,0.0,75.0,2.0,0.3,0.1,0.2,0.8,1.0
